n;401
m;3
tmax;2547
818.774;606.902;1
746.616;491.772;1
231.083;960.553;1
683.546;930.491;1
431.006;685.786;1
709.83;561.077;1
452.184;663.382;1
384.806;812.568;1
886.343;4.94442;1
52.5835;271.001;1
152.733;951.553;1
808.889;763.527;1
775.352;780.347;1
178.085;519.553;1
988.743;256.46;1
114.258;377.412;1
236.126;494.214;1
314.339;438.079;1
273.595;173.028;1
49.9968;742.733;1
6.42906;353.95;1
540.007;528.659;1
786.058;432.582;1
995.164;77.7478;1
509.984;834.341;1
890.36;307.257;1
304.468;535.688;1
473.917;22.3053;1
868.559;484.797;1
91.7265;661.356;1
616.789;748.507;1
414.131;748.199;1
236.206;683.44;1
974.766;171.802;1
732.088;320.501;1
334.192;594.83;1
561.254;14.0532;1
33.0116;545.758;1
451.636;797.971;1
197.287;1.98716;1
236.339;400.124;1
747.866;360.265;1
430.779;816.476;1
21.823;256.845;1
344.638;230.393;1
754.786;929.344;1
257.178;178.95;1
233.293;789.181;1
109.638;555.178;1
818.496;388.539;1
438.962;136.901;1
344.937;837.515;1
920.634;460.336;1
950.473;33.9817;1
123.803;911.149;1
826.839;234.883;1
967.716;166.523;1
763.859;558.636;1
477.087;834.773;1
189.042;621.271;1
500.418;885.256;1
807.777;879.354;1
6.13562;122.624;1
680.526;979.535;1
752.455;173.084;1
740.572;359.87;1
494.045;199.61;1
225.447;556.169;1
782.186;687.569;1
559.929;171.432;1
463.399;711.7;1
99.6077;192.347;1
257.615;814.539;1
42.8894;926.489;1
172.907;173.232;1
483.206;814.332;1
537.144;893.849;1
2.99018;973.272;1
286.889;436.077;1
34.4571;282.052;1
382.173;228.74;1
407.053;857.824;1
957.659;25.5349;1
534.254;449.898;1
891.084;771.611;1
609.907;714.945;1
800.506;368.529;1
6.5945;196.999;1
122.621;436.923;1
517.93;649.464;1
235.387;41.3129;1
603.56;723.736;1
910.373;948.618;1
498.328;926.571;1
548.665;952.849;1
779.11;99.0186;1
582.097;75.6071;1
214.744;82.1886;1
560.439;622.937;1
693.672;555.594;1
90.496;16.7955;1
760.5;411.841;1
626.521;526.724;1
995.853;234.577;1
918.947;876.684;1
989.579;47.3211;1
377.688;314.408;1
961.419;413.034;1
825.413;709.361;1
827.455;580.479;1
35.7801;990.366;1
620.154;281.819;1
109.524;120.779;1
738.931;820.767;1
274.222;258.428;1
82.5408;643.565;1
592.712;764.167;1
724.782;471.166;1
778.131;902.453;1
885.712;666.382;1
26.8873;163.883;1
741.314;972.935;1
165.76;712.313;1
256.231;126.549;1
927.385;899.534;1
524.925;53.7248;1
72.1925;423.799;1
367.23;863.354;1
349.224;799.328;1
127.116;42.9147;1
587.637;139.566;1
22.8315;355.085;1
435.841;587.522;0
