n;401
m;3
tmax;2547
104.725;588.78;67
64.3447;87.0233;8
417.205;194.188;49
884.474;559.131;90
868.707;180.065;31
262.003;425.604;72
669.764;662.314;13
420.178;34.4287;54
424.972;239.973;95
615.069;4.82106;36
967.473;235.618;77
180.64;963.276;18
153.897;253.897;59
138.308;544.775;100
23.8826;240.295;41
701.018;43.4543;82
951.537;792.325;23
190.116;9.77048;64
347.579;997.518;5
331.085;8.82753;46
547.387;204.852;87
776.794;291.288;28
756.586;917.899;69
172.306;772.747;10
85.7052;33.6732;51
904.883;126.216;92
87.5416;389.28;33
21.9732;102.51;74
417.302;581.199;15
205.641;477.219;56
486.743;625.481;97
372.177;77.9249;38
117.937;480.467;79
295.533;923.189;20
879.339;967.331;61
889.914;107.701;2
636.977;852.552;43
382.491;96.1738;84
134.598;416.191;25
759.957;814.02;66
44.5069;940.863;7
244.594;473.987;48
642.573;589.53;89
228.193;537.552;30
645.769;36.6176;71
881.955;436.361;12
680.574;156.194;53
811.997;466.21;94
963.481;584.969;35
312.678;611.344;76
853.959;621.638;17
518.363;989.629;58
272.482;202.425;99
762.214;751.456;40
648.783;603.79;81
783.667;742.083;22
399.475;192.268;63
32.4988;938.751;4
814.209;436.493;45
291.053;292.049;86
607.013;13.6116;27
92.7453;433.967;68
769.072;182.917;9
175.856;408.861;50
344.656;388.185;91
227.183;343.604;32
491.148;328.614;73
25.5217;669.796;14
789.06;180.381;55
980.725;735.09;96
58.1823;207.452;37
195.262;304.483;78
543.707;996.057;19
557.17;378.511;60
256.513;606.643;1
805.435;372.793;42
462.037;417.062;83
818.209;629.891;24
415.46;823.742;65
203.288;280.22;6
325.896;907.59;47
512.472;906.526;88
826.909;802.719;29
374.105;494.356;70
599.164;619.972;11
327.353;384.372;52
360.033;175.038;93
809.911;758.316;34
260.672;213.383;75
934.248;685.015;16
176.023;365.196;57
606.972;355.066;98
667.645;810.279;39
852.864;824.65;80
746.32;56.0444;21
93.5555;531.101;62
818.774;606.902;3
746.616;491.772;44
231.083;960.553;85
683.546;930.491;26
431.006;685.786;67
709.83;561.077;8
452.184;663.382;49
384.806;812.568;90
886.343;4.94442;31
52.5835;271.001;72
152.733;951.553;13
808.889;763.527;54
775.352;780.347;95
178.085;519.553;36
988.743;256.46;77
114.258;377.412;18
236.126;494.214;59
314.339;438.079;100
273.595;173.028;41
49.9968;742.733;82
6.42906;353.95;23
540.007;528.659;64
786.058;432.582;5
995.164;77.7478;46
509.984;834.341;87
890.36;307.257;28
304.468;535.688;69
473.917;22.3053;10
868.559;484.797;51
91.7265;661.356;92
616.789;748.507;33
414.131;748.199;74
236.206;683.44;15
974.766;171.802;56
732.088;320.501;97
334.192;594.83;38
561.254;14.0532;79
33.0116;545.758;20
451.636;797.971;61
197.287;1.98716;2
236.339;400.124;43
747.866;360.265;84
430.779;816.476;25
21.823;256.845;66
344.638;230.393;7
754.786;929.344;48
257.178;178.95;89
233.293;789.181;30
109.638;555.178;71
818.496;388.539;12
438.962;136.901;53
344.937;837.515;94
920.634;460.336;35
950.473;33.9817;76
123.803;911.149;17
826.839;234.883;58
967.716;166.523;99
763.859;558.636;40
477.087;834.773;81
189.042;621.271;22
500.418;885.256;63
807.777;879.354;4
6.13562;122.624;45
680.526;979.535;86
752.455;173.084;27
740.572;359.87;68
494.045;199.61;9
225.447;556.169;50
782.186;687.569;91
559.929;171.432;32
463.399;711.7;73
99.6077;192.347;14
257.615;814.539;55
42.8894;926.489;96
172.907;173.232;37
483.206;814.332;78
537.144;893.849;19
2.99018;973.272;60
286.889;436.077;1
34.4571;282.052;42
382.173;228.74;83
407.053;857.824;24
957.659;25.5349;65
534.254;449.898;6
891.084;771.611;47
609.907;714.945;88
800.506;368.529;29
6.5945;196.999;70
122.621;436.923;11
517.93;649.464;52
235.387;41.3129;93
603.56;723.736;34
910.373;948.618;75
498.328;926.571;16
548.665;952.849;57
779.11;99.0186;98
582.097;75.6071;39
214.744;82.1886;80
560.439;622.937;21
693.672;555.594;62
90.496;16.7955;3
760.5;411.841;44
626.521;526.724;85
995.853;234.577;26
918.947;876.684;67
989.579;47.3211;8
377.688;314.408;49
961.419;413.034;90
825.413;709.361;31
827.455;580.479;72
35.7801;990.366;13
620.154;281.819;54
109.524;120.779;95
738.931;820.767;36
274.222;258.428;77
82.5408;643.565;18
592.712;764.167;59
724.782;471.166;100
778.131;902.453;41
885.712;666.382;82
26.8873;163.883;23
741.314;972.935;64
165.76;712.313;5
256.231;126.549;46
927.385;899.534;87
524.925;53.7248;28
72.1925;423.799;69
367.23;863.354;10
349.224;799.328;51
127.116;42.9147;92
587.637;139.566;33
22.8315;355.085;74
435.841;587.522;0
